date,sales,day_of_week,month,is_month_start,is_month_end,is_weekend,promotion,temperature,competitor_price
2023-04-17,1392,0,4,0,0,0,0,32.86287830385653,91.10339461633772
2023-04-18,1463,1,4,0,0,0,0,27.598699245863756,93.05872350892935
2023-04-19,1721,2,4,0,0,0,1,32.8182568687744,81.83770813221639
2023-04-20,1422,3,4,0,0,0,0,24.738169567307423,102.49819046468895
2023-04-21,1589,4,4,0,0,0,0,23.597895011734483,113.66749063992549
2023-04-22,1373,5,4,0,0,1,0,26.479829797899814,89.42841324343601
2023-04-23,1332,6,4,0,0,1,0,32.90179217980311,92.98850431775693
2023-04-24,1924,0,4,0,0,0,1,30.746256011969432,105.34143785022133
2023-04-25,1362,1,4,0,0,0,0,26.280128024173887,100.44941059849299
2023-04-26,1363,2,4,0,0,0,0,33.91741563809427,96.24270266448157
2023-04-27,1399,3,4,0,0,0,0,28.582933358529328,96.46120011848089
2023-04-28,1412,4,4,0,0,0,0,26.08913134323684,95.48914001145458
2023-04-29,1347,5,4,0,0,1,0,31.542001805457843,113.53864291830342
2023-04-30,1272,6,4,0,1,1,0,29.902039663288374,91.67708728640926
2023-05-01,1379,0,5,1,0,0,0,25.63057980687128,94.57729747592724
2023-05-02,1312,1,5,0,0,0,0,29.903957157572258,111.12074116962431
2023-05-03,1323,2,5,0,0,0,0,35.371507881151885,89.5161535526553
2023-05-04,1291,3,5,0,0,0,0,27.568996724882187,92.83242180232526
2023-05-05,1401,4,5,0,0,0,0,29.129172572199376,80.33701363536254
2023-05-06,1422,5,5,0,0,1,0,31.604085625681122,99.7715622471232
2023-05-07,1290,6,5,0,0,1,0,33.03586063978082,108.77992040696576
2023-05-08,1428,0,5,0,0,0,0,30.958974513417306,94.29253042771242
2023-05-09,1344,1,5,0,0,0,0,33.20859247499753,99.52353399307597
2023-05-10,1436,2,5,0,0,0,0,26.958260629468576,97.43519240667035
2023-05-11,1377,3,5,0,0,0,0,30.02216901457225,93.0038535742625
2023-05-12,1381,4,5,0,0,0,0,29.22167260345535,108.89925876482913
2023-05-13,1405,5,5,0,0,1,0,25.91364919312099,116.23083132265367
2023-05-14,1223,6,5,0,0,1,0,29.07500669506051,113.65697265941941
2023-05-15,1313,0,5,0,0,0,0,28.30553614128944,97.69287091154675
2023-05-16,1316,1,5,0,0,0,0,26.658238911624853,108.84194849132061
2023-05-17,1333,2,5,0,0,0,0,26.789631927939883,109.21273273981842
2023-05-18,1314,3,5,0,0,0,0,27.95920944300308,115.18499224999698
2023-05-19,1446,4,5,0,0,0,0,30.19249716803978,109.4934715947268
2023-05-20,1354,5,5,0,0,1,0,19.853104738536132,116.5267609260591
2023-05-21,1310,6,5,0,0,1,0,29.6073993965318,91.00270417031103
2023-05-22,1228,0,5,0,0,0,0,22.701227783880473,118.69117175642113
2023-05-23,1271,1,5,0,0,0,0,35.33777575641563,100.9242304390083
2023-05-24,1162,2,5,0,0,0,0,18.267678714641995,87.52758184062805
2023-05-25,1387,3,5,0,0,0,0,31.31950324352583,108.15524240013609
2023-05-26,1509,4,5,0,0,0,0,19.483073834706175,105.66062324351395
2023-05-27,1705,5,5,0,0,1,1,31.598972056305513,96.82139061780933
2023-05-28,1169,6,5,0,0,1,0,30.14040164548016,100.64444229734431
2023-05-29,1298,0,5,0,0,0,0,25.416739776931596,88.11755631233
2023-05-30,1246,1,5,0,0,0,0,33.71322098184529,87.2122771554454
2023-05-31,1871,2,5,0,1,0,1,22.687812316322976,101.34907719144083
2023-06-01,1279,3,6,1,0,0,0,25.413114972826857,92.36714861169645
2023-06-02,1382,4,6,0,0,0,0,30.25915855612656,113.19618925131252
2023-06-03,1346,5,6,0,0,1,0,36.957697646012264,106.92271254438563
2023-06-04,1246,6,6,0,0,1,0,32.061261225447915,95.1859191455698
2023-06-05,1333,0,6,0,0,0,0,29.728662352452087,81.56301237433902
2023-06-06,1271,1,6,0,0,0,0,32.91201101164951,114.5474687199908
2023-06-07,1272,2,6,0,0,0,0,29.648691887874005,83.52206227640832
2023-06-08,1361,3,6,0,0,0,0,30.76079119116733,119.99263699998588
2023-06-09,1350,4,6,0,0,0,0,28.399925520067143,114.7711120747777
2023-06-10,1320,5,6,0,0,1,0,27.823417398165503,85.51269933336806
2023-06-11,1152,6,6,0,0,1,0,28.20901693674296,110.03850276356971
2023-06-12,1289,0,6,0,0,0,0,22.967619948600955,98.69053816349745
2023-06-13,1166,1,6,0,0,0,0,22.687283179993074,94.13573635385517
2023-06-14,1274,2,6,0,0,0,0,30.560502267130232,101.04248092867127
2023-06-15,1390,3,6,0,0,0,0,28.517929446996096,85.30134036180078
2023-06-16,1282,4,6,0,0,0,0,19.528042281195713,92.89416920525308
2023-06-17,1361,5,6,0,0,1,0,29.496940163494585,104.50109888964552
2023-06-18,1206,6,6,0,0,1,0,29.690106698334468,108.53275540415757
2023-06-19,1240,0,6,0,0,0,0,16.403507645998765,93.04386751964144
2023-06-20,1509,1,6,0,0,0,1,30.015692713726054,112.81043233372128
2023-06-21,1265,2,6,0,0,0,0,34.426962152098014,110.74028806416479
2023-06-22,1289,3,6,0,0,0,0,22.31858636848747,108.4563235906378
2023-06-23,1263,4,6,0,0,0,0,34.582906792404025,117.37912701610776
2023-06-24,1268,5,6,0,0,1,0,28.187037503607325,87.68404007501648
2023-06-25,1147,6,6,0,0,1,0,30.242528660303904,91.11240511351517
2023-06-26,1235,0,6,0,0,0,0,28.115832360797146,104.77593512669681
2023-06-27,1218,1,6,0,0,0,0,27.245558616132694,99.6955138340868
2023-06-28,1139,2,6,0,0,0,0,24.495204758531106,86.99528752495478
2023-06-29,1207,3,6,0,0,0,0,31.525379253699032,94.94653716844736
2023-06-30,1257,4,6,0,1,0,0,29.594701980168747,100.62067584151288
2023-07-01,1210,5,7,1,0,1,0,18.165882491354708,110.64280893183198
2023-07-02,1172,6,7,0,0,1,0,32.45657265364818,102.66070915031159
2023-07-03,1204,0,7,0,0,0,0,25.107710529720535,116.84870106026426
2023-07-04,1208,1,7,0,0,0,0,29.635039278954533,103.64806307521762
2023-07-05,1176,2,7,0,0,0,0,32.6259397141513,100.97417838281862
2023-07-06,1285,3,7,0,0,0,0,25.997792371427455,105.9057326280839
2023-07-07,1296,4,7,0,0,0,0,24.037785453685498,93.54602656980889
2023-07-08,1226,5,7,0,0,1,0,28.27756441710451,108.99956272705855
2023-07-09,1131,6,7,0,0,1,0,32.2451948488911,90.20315821163983
2023-07-10,1139,0,7,0,0,0,0,27.08661267368257,103.16063782859584
2023-07-11,1120,1,7,0,0,0,0,31.621449683330326,87.30987939576447
2023-07-12,1185,2,7,0,0,0,0,20.14404125792661,86.89569524508006
2023-07-13,1204,3,7,0,0,0,0,28.203444127449536,111.29830070712364
2023-07-14,1355,4,7,0,0,0,0,35.18366359471618,92.72427941936425
2023-07-15,1289,5,7,0,0,1,0,23.890755860499237,118.70381400817564
2023-07-16,1052,6,7,0,0,1,0,18.931242351767555,111.41043565263955
2023-07-17,1145,0,7,0,0,0,0,24.558467763625025,93.63726094488666
2023-07-18,1183,1,7,0,0,0,0,30.375529011778433,89.17330540246427
2023-07-19,1188,2,7,0,0,0,0,24.269031439432865,93.45387960342751
2023-07-20,1211,3,7,0,0,0,0,24.87036532483067,111.711575832088
2023-07-21,1265,4,7,0,0,0,0,25.12818684235912,90.92883215884561
2023-07-22,1169,5,7,0,0,1,0,38.816496126153766,107.15107791702624
2023-07-23,1126,6,7,0,0,1,0,28.57679637848297,100.64522681429858
2023-07-24,1154,0,7,0,0,0,0,33.39533742973641,117.97911363762583
2023-07-25,1128,1,7,0,0,0,0,31.953151038083718,87.21438401188952
2023-07-26,1191,2,7,0,0,0,0,31.51914170183626,101.29728299859299
2023-07-27,1129,3,7,0,0,0,0,31.016303753033,80.40105658442033
2023-07-28,1272,4,7,0,0,0,0,27.43432233369078,92.74437495802752
2023-07-29,1027,5,7,0,0,1,0,29.870918670074918,96.15818337569434
2023-07-30,1089,6,7,0,0,1,0,33.997935780050916,90.79366402485593
2023-07-31,1071,0,7,0,1,0,0,32.75933527247682,97.95922345163845
2023-08-01,1080,1,8,1,0,0,0,22.854278221368965,82.40611497627701
2023-08-02,1088,2,8,0,0,0,0,27.499485316660337,101.62987347702389
2023-08-03,1216,3,8,0,0,0,0,28.896391310646237,116.23703479403302
2023-08-04,1184,4,8,0,0,0,0,20.373161725431103,99.84408640350236
2023-08-05,1170,5,8,0,0,1,0,24.12605348066244,93.52201507137886
2023-08-06,1087,6,8,0,0,1,0,29.349763714728986,119.00136976186931
2023-08-07,1049,0,8,0,0,0,0,16.840469186483784,108.35511800721557
2023-08-08,1071,1,8,0,0,0,0,25.890708687511236,91.52332458770032
2023-08-09,1106,2,8,0,0,0,0,28.157550605078047,92.65195305413958
2023-08-10,1117,3,8,0,0,0,0,32.40490710373376,117.80515600865598
2023-08-11,1259,4,8,0,0,0,0,32.91197691238757,112.43306231630642
2023-08-12,1119,5,8,0,0,1,0,26.184190348139765,99.04382944984162
2023-08-13,1043,6,8,0,0,1,0,22.66211794141958,100.0213075883297
2023-08-14,1115,0,8,0,0,0,0,22.50751895142693,91.02936007151294
2023-08-15,1055,1,8,0,0,0,0,35.43212069007535,106.58893424491916
2023-08-16,1079,2,8,0,0,0,0,31.260654878135938,115.48224370253234
2023-08-17,1105,3,8,0,0,0,0,13.97953723042262,105.2119813356841
2023-08-18,1160,4,8,0,0,0,0,37.02685095093965,98.68802969276047
2023-08-19,1057,5,8,0,0,1,0,31.601394236929863,94.51449429444664
2023-08-20,983,6,8,0,0,1,0,28.125882015217744,117.73467200720177
2023-08-21,1029,0,8,0,0,0,0,30.19078544208315,91.56871924913966
2023-08-22,1057,1,8,0,0,0,0,25.948179667140266,100.0769753709144
2023-08-23,1154,2,8,0,0,0,0,29.75128962048109,94.10623807814594
2023-08-24,1631,3,8,0,0,0,1,25.474117252670432,118.41151713408618
2023-08-25,1173,4,8,0,0,0,0,30.172755179019145,88.05005332319601
2023-08-26,1183,5,8,0,0,1,0,20.50682264339052,103.92345392549578
2023-08-27,957,6,8,0,0,1,0,27.09983983309239,98.62444749450371
2023-08-28,1018,0,8,0,0,0,0,32.75552651011298,94.50081202125318
2023-08-29,1002,1,8,0,0,0,0,26.7038393469128,102.6871729468867
2023-08-30,1053,2,8,0,0,0,0,27.830044985490154,113.12788809300542
2023-08-31,1030,3,8,0,1,0,0,22.561057691878034,90.07232073739213
2023-09-01,1211,4,9,1,0,0,0,33.53506734059632,101.84441739399624
2023-09-02,1054,5,9,0,0,1,0,25.72571277520513,83.03516008455829
2023-09-03,917,6,9,0,0,1,0,30.846374663956247,103.96739504738635
2023-09-04,1063,0,9,0,0,0,0,22.734741872780326,94.65321653936182
2023-09-05,996,1,9,0,0,0,0,19.512667469887617,110.62933149197647
2023-09-06,1035,2,9,0,0,0,0,27.62527844430384,115.61187100578313
2023-09-07,1141,3,9,0,0,0,0,27.690151089640437,103.17365471460508
2023-09-08,1197,4,9,0,0,0,0,19.488986057427695,99.1587168158432
2023-09-09,1145,5,9,0,0,1,0,25.62531609286733,94.43285375164598
2023-09-10,1078,6,9,0,0,1,0,28.411875528326195,90.35558349753101
2023-09-11,1022,0,9,0,0,0,0,27.02729443262271,82.97995631829862
2023-09-12,995,1,9,0,0,0,0,27.63010009260703,83.66639569250985
2023-09-13,1048,2,9,0,0,0,0,24.981009979287148,95.97514439674481
2023-09-14,1111,3,9,0,0,0,0,23.834242572760946,91.77389052267773
2023-09-15,1120,4,9,0,0,0,0,25.208873483586494,95.05756512037914
2023-09-16,1089,5,9,0,0,1,0,26.69767155962843,87.80593159389917
2023-09-17,905,6,9,0,0,1,0,23.764253081975262,112.38360714430058
2023-09-18,1676,0,9,0,0,0,1,31.944073117876396,91.38832774025298
2023-09-19,965,1,9,0,0,0,0,21.59104815240905,115.13065760153515
2023-09-20,1042,2,9,0,0,0,0,30.096917985967472,110.06386433900907
2023-09-21,994,3,9,0,0,0,0,26.424766091598222,94.49105325259248
2023-09-22,1170,4,9,0,0,0,0,34.42539374298687,93.34092804382887
2023-09-23,1016,5,9,0,0,1,0,34.26288705826103,90.62750369577535
2023-09-24,1005,6,9,0,0,1,0,35.43948701391574,103.28732183197363
2023-09-25,1027,0,9,0,0,0,0,32.50949577597328,80.92800752365787
2023-09-26,1065,1,9,0,0,0,0,26.063744195754055,113.54312885140462
2023-09-27,1057,2,9,0,0,0,0,26.126882333774603,113.5782398182585
2023-09-28,1010,3,9,0,0,0,0,34.757915699393024,97.66781287877986
2023-09-29,1102,4,9,0,0,0,0,24.29079967156978,97.11743609690066
2023-09-30,1043,5,9,0,1,1,0,32.17558022084882,112.51785937339176
2023-10-01,984,6,10,1,0,1,0,37.66912529384213,108.26471967114314
2023-10-02,1087,0,10,0,0,0,0,25.74088056768415,106.85626374756237
2023-10-03,917,1,10,0,0,0,0,29.083895950297077,82.1659475145873
2023-10-04,1077,2,10,0,0,0,0,22.2266391625048,92.65944217805699
2023-10-05,1069,3,10,0,0,0,0,27.326024786579435,115.53304367913495
2023-10-06,1109,4,10,0,0,0,0,21.212028404509997,113.18307605374004
2023-10-07,1051,5,10,0,0,1,0,24.522966990796725,109.00837855182255
2023-10-08,1017,6,10,0,0,1,0,26.940755377751277,86.70965534238616
2023-10-09,1042,0,10,0,0,0,0,32.880647082395306,99.19926988486054
2023-10-10,1128,1,10,0,0,0,0,31.457218669574054,107.589399371711
2023-10-11,977,2,10,0,0,0,0,22.917275705964222,93.87012118736772
2023-10-12,1669,3,10,0,0,0,1,31.471693768687395,115.96915791029312
2023-10-13,1134,4,10,0,0,0,0,19.689722353018457,96.24666340550309
2023-10-14,1008,5,10,0,0,1,0,29.554982415133622,118.13632516697223
2023-10-15,996,6,10,0,0,1,0,11.41153565652725,101.98825794963824
2023-10-16,1006,0,10,0,0,0,0,25.388868627088147,117.40594533855898
2023-10-17,1060,1,10,0,0,0,0,27.416049422459743,118.2179593944652
2023-10-18,1103,2,10,0,0,0,0,33.94741706421025,115.65716028513683
2023-10-19,1059,3,10,0,0,0,0,37.19176180033813,118.53055051034457
2023-10-20,1195,4,10,0,0,0,0,23.67677625323455,105.57835892469566
2023-10-21,1107,5,10,0,0,1,0,37.04189993247823,115.56636877708854
2023-10-22,1054,6,10,0,0,1,0,27.149039118200914,101.37964623991493
2023-10-23,948,0,10,0,0,0,0,19.210832869557617,96.39230751925624
2023-10-24,1069,1,10,0,0,0,0,18.014871106547997,113.93251251981192
2023-10-25,1144,2,10,0,0,0,0,29.676424134984345,104.7887187684556
2023-10-26,1185,3,10,0,0,0,0,30.672477880140807,92.04668477843457
2023-10-27,1190,4,10,0,0,0,0,33.081119866977666,105.08050465786191
2023-10-28,1112,5,10,0,0,1,0,25.671133203145637,95.98480690955577
2023-10-29,1083,6,10,0,0,1,0,28.656420611960915,87.36035539684123
2023-10-30,1073,0,10,0,0,0,0,26.04973655203161,96.01613918862597
2023-10-31,1006,1,10,0,1,0,0,31.95469081959778,105.18253614230055
2023-11-01,1031,2,11,1,0,0,0,35.388085734108586,112.81522140551539
2023-11-02,1136,3,11,0,0,0,0,33.43727982200994,83.85231988555451
2023-11-03,1223,4,11,0,0,0,0,27.69177104788867,89.91985665964988
2023-11-04,1105,5,11,0,0,1,0,30.009692541178286,93.22293425077241
2023-11-05,1034,6,11,0,0,1,0,28.744092206829997,119.31696099766894
2023-11-06,1047,0,11,0,0,0,0,21.3721209293911,101.56433325091825
2023-11-07,1134,1,11,0,0,0,0,25.126432153953793,112.94812088812321
2023-11-08,930,2,11,0,0,0,0,34.73011642114309,98.66408102139665
2023-11-09,1115,3,11,0,0,0,0,33.56303340150845,96.23814079965564
2023-11-10,1128,4,11,0,0,0,0,40.52422045002352,80.79598851842235
2023-11-11,1204,5,11,0,0,1,0,24.743608489740232,104.78427352999233
2023-11-12,1011,6,11,0,0,1,0,25.211623945629427,85.51857391998081
2023-11-13,1023,0,11,0,0,0,0,31.27426497883893,88.13337157982164
2023-11-14,1079,1,11,0,0,0,0,33.817422052520115,107.20264674188456
2023-11-15,1168,2,11,0,0,0,0,25.704714629460597,105.57428734425844
2023-11-16,1019,3,11,0,0,0,0,19.2370539454307,107.46074106613484
2023-11-17,1163,4,11,0,0,0,0,29.353833894061445,80.51516027401925
2023-11-18,1187,5,11,0,0,1,0,23.951785745074638,113.95261148508018
2023-11-19,1128,6,11,0,0,1,0,24.507478541426256,103.72949177292028
2023-11-20,1095,0,11,0,0,0,0,31.19325300555241,103.05772672695394
2023-11-21,1103,1,11,0,0,0,0,28.358321411435032,97.05120603513879
2023-11-22,1160,2,11,0,0,0,0,25.895543545703518,81.79349172687179
2023-11-23,1073,3,11,0,0,0,0,19.602953254953384,113.01118018409781
2023-11-24,1222,4,11,0,0,0,0,24.53291063050202,113.88692997304344
2023-11-25,1181,5,11,0,0,1,0,33.16022528105263,116.9558030399639
2023-11-26,1005,6,11,0,0,1,0,21.96324433035635,107.53607415967826
2023-11-27,1167,0,11,0,0,0,0,23.784026767225875,118.57810648101835
2023-11-28,1154,1,11,0,0,0,0,33.35827748694581,99.11252879591856
2023-11-29,1181,2,11,0,0,0,0,33.1170910009068,110.95557778795502
2023-11-30,1241,3,11,0,1,0,0,23.45771778633015,91.31201799034207
2023-12-01,1177,4,12,1,0,0,0,29.168114920757453,114.03059258957836
2023-12-02,1316,5,12,0,0,1,0,31.748353952792606,99.82330062895446
2023-12-03,1014,6,12,0,0,1,0,32.28944914675227,84.23112531347002
2023-12-04,1197,0,12,0,0,0,0,23.644696048934087,87.24659267032034
2023-12-05,1116,1,12,0,0,0,0,26.36084293966274,84.81266715227905
2023-12-06,1192,2,12,0,0,0,0,41.84329148498728,83.69729963269526
2023-12-07,1175,3,12,0,0,0,0,33.39687776900396,91.14802340644901
2023-12-08,1226,4,12,0,0,0,0,31.413239609413687,82.61984487586066
2023-12-09,1212,5,12,0,0,1,0,35.880372314105244,106.84073463662932
2023-12-10,1109,6,12,0,0,1,0,31.995308749477996,88.40255186257937
2023-12-11,1162,0,12,0,0,0,0,23.633168066846267,113.08552533872825
2023-12-12,1223,1,12,0,0,0,0,22.974379792918366,82.3312007585429
2023-12-13,1093,2,12,0,0,0,0,18.569628167667517,119.7283095148075
2023-12-14,1145,3,12,0,0,0,0,30.25223168764164,98.86866679106518
2023-12-15,1289,4,12,0,0,0,0,32.28749712749543,109.42695252345464
2023-12-16,1178,5,12,0,0,1,0,35.583624869997365,82.89492679986618
2023-12-17,1100,6,12,0,0,1,0,28.946097602176586,90.78003924508148
2023-12-18,1256,0,12,0,0,0,0,24.56755759840877,80.54976171185425
2023-12-19,1136,1,12,0,0,0,0,24.52930202688698,118.23681020943903
2023-12-20,1235,2,12,0,0,0,0,30.665713709145585,98.64858287175235
2023-12-21,1242,3,12,0,0,0,0,21.694857260137297,83.23658492600738
2023-12-22,1316,4,12,0,0,0,0,21.9495354943845,106.65894402613542
2023-12-23,1290,5,12,0,0,1,0,29.38013665269494,89.07562133184958
2023-12-24,1217,6,12,0,0,1,0,36.40117956400483,104.49931801881202
2023-12-25,1250,0,12,0,0,0,0,30.21420505294744,83.9803533851709
2023-12-26,1134,1,12,0,0,0,0,25.77160163222992,88.238627463816
2023-12-27,1230,2,12,0,0,0,0,31.82947523119306,105.18071030382376
2023-12-28,1276,3,12,0,0,0,0,28.846487479184216,114.05788948461581
2023-12-29,1272,4,12,0,0,0,0,31.761884054937212,80.09210453631854
2023-12-30,1331,5,12,0,0,1,0,16.113041575040405,84.15755193893023
2023-12-31,1305,6,12,0,1,1,0,30.215905860014853,101.62925861633096
2024-01-01,1191,0,1,1,0,0,0,29.37672956665245,108.64922504861865
