customer_id,age,income,gender,city,purchase_amount,num_purchases,is_member,target
39.0,44.0,19561.0,Male,Jakarta,1804.2845668534317,2.0,1.0,0.0
40.0,76.0,,Female,Surabaya,1534.4271886134634,3.0,1.0,
41.0,59.0,46051.0,Male,Bandung,473.1855532830355,8.0,1.0,0.0
42.0,45.0,58022.0,Male,Jakarta,,6.0,1.0,1.0
43.0,77.0,78588.0,Female,Jakarta,1633.4904800941213,4.0,1.0,0.0
44.0,33.0,53414.0,Male,Jakarta,47.15107910304208,,1.0,0.0
,32.0,47079.0,Female,Medan,1650.6729211696,5.0,1.0,0.0
46.0,79.0,71295.0,Female,Surabaya,195.87879105686994,1.0,1.0,1.0
47.0,79.0,56911.0,Male,Surabaya,722.9542648911013,3.0,1.0,0.0
48.0,64.0,58791.0,Female,Bandung,1651.6955179714096,3.0,1.0,
49.0,79.0,27152.0,Female,Surabaya,292.78986592276823,3.0,1.0,0.0
50.0,68.0,68088.0,Male,Surabaya,282.10755804390965,9.0,1.0,1.0
51.0,61.0,55633.0,Female,Jakarta,515.4436009985927,2.0,0.0,0.0
52.0,72.0,,Male,Jakarta,2250.3987744588107,3.0,0.0,0.0
53.0,69.0,57276.0,Male,Medan,0.4428794938546291,5.0,0.0,0.0
54.0,74.0,19062.0,Male,Jakarta,2316.5125984148412,4.0,1.0,0.0
55.0,20.0,85129.0,Male,Jakarta,167.00784212699614,3.0,1.0,0.0
56.0,54.0,33472.0,Female,Jakarta,4613.845313074992,3.0,0.0,1.0
57.0,68.0,74176.0,Male,Jakarta,3097.6984019673046,0.0,,1.0
58.0,24.0,37805.0,Male,Medan,682.5538675359728,2.0,1.0,1.0
59.0,38.0,58403.0,Female,Jakarta,718.9168810171388,7.0,,0.0
60.0,26.0,36318.0,,Bandung,656.9104154853704,4.0,1.0,0.0
61.0,56.0,64956.0,,Bandung,1009.0741322397843,3.0,1.0,
62.0,35.0,46470.0,Female,Bandung,95.1040735041118,11.0,0.0,0.0
63.0,21.0,57016.0,Female,Bandung,33.16177194044042,2.0,1.0,1.0
64.0,,50225.0,Female,Jakarta,59.43469150629292,6.0,0.0,0.0
65.0,77.0,29515.0,Female,Bandung,587.6443036706859,11.0,1.0,1.0
66.0,31.0,57561.0,Female,Jakarta,322.3396881055838,3.0,1.0,0.0
67.0,67.0,42451.0,Female,Medan,972.9657511971625,5.0,0.0,1.0
68.0,,65679.0,Female,Bandung,4885.1869620038715,6.0,,0.0
69.0,26.0,46462.0,Male,Surabaya,,4.0,1.0,1.0
70.0,43.0,48848.0,,Bandung,852.9433591797541,3.0,1.0,0.0
71.0,70.0,75243.0,Female,Bandung,537.176265635917,10.0,1.0,1.0
72.0,19.0,85724.0,,Jakarta,1879.0945418718227,2.0,0.0,1.0
73.0,37.0,61790.0,Male,Bandung,2325.2029947740098,4.0,0.0,0.0
74.0,45.0,45692.0,Male,Surabaya,2098.4662672149834,7.0,1.0,0.0
75.0,64.0,44380.0,Female,Jakarta,3664.0790884708936,6.0,0.0,
76.0,77.0,37719.0,Female,Jakarta,,7.0,1.0,0.0
77.0,24.0,40621.0,Female,Medan,1831.4331367377874,5.0,0.0,
78.0,61.0,45895.0,Male,Medan,1393.4082974239088,7.0,1.0,0.0
79.0,78.0,79463.0,Male,Bandung,259.6706277868041,1.0,0.0,
80.0,25.0,47041.0,Female,Medan,3130.86708554062,6.0,0.0,1.0
81.0,64.0,31609.0,Male,Medan,160.3776099127251,5.0,1.0,
82.0,52.0,50624.0,Female,Medan,1138.0287936451534,15.0,1.0,0.0
83.0,31.0,52671.0,Male,,254.75060393961112,6.0,0.0,1.0
84.0,34.0,50534.0,Male,Jakarta,564.5440472350906,3.0,0.0,1.0
85.0,53.0,61995.0,Female,Jakarta,1269.9697998789081,2.0,0.0,0.0
86.0,67.0,51035.0,Female,Medan,828.5652479120118,5.0,1.0,0.0
87.0,57.0,61530.0,,Jakarta,,7.0,1.0,0.0
88.0,21.0,38294.0,Female,Medan,395.02741722031294,3.0,0.0,1.0
89.0,19.0,76710.0,Male,Jakarta,1830.4565711124976,3.0,1.0,1.0
90.0,79.0,53787.0,Male,Jakarta,155.2680458822164,4.0,1.0,0.0
91.0,23.0,56003.0,Male,Surabaya,562.2994195829443,2.0,1.0,1.0
92.0,71.0,38232.0,Female,Bandung,2340.884976702401,3.0,1.0,0.0
93.0,59.0,57077.0,Male,Medan,,5.0,1.0,0.0
94.0,21.0,59765.0,Female,Surabaya,512.3964610067927,,0.0,1.0
95.0,71.0,32453.0,Male,Jakarta,1440.1524727939593,5.0,0.0,1.0
96.0,46.0,25113.0,Female,Medan,1732.5146075518621,7.0,1.0,0.0
97.0,35.0,54404.0,Female,Jakarta,2197.2113934557947,2.0,1.0,0.0
98.0,43.0,42668.0,Male,Bandung,786.3722276734779,6.0,1.0,1.0
99.0,61.0,53898.0,Female,Surabaya,228.73526340577533,4.0,1.0,0.0
100.0,51.0,30634.0,Female,Bandung,294.7860144745407,2.0,1.0,1.0
101.0,27.0,26592.0,Male,Surabaya,350.5433152000209,6.0,1.0,0.0
102.0,79.0,53100.0,Female,Jakarta,900.9157372144622,3.0,0.0,0.0
103.0,53.0,,Female,Bandung,33.35993023623902,3.0,1.0,0.0
104.0,31.0,18339.0,Female,Bandung,1010.7180906245992,4.0,0.0,0.0
105.0,48.0,70146.0,Male,Jakarta,453.11384947299166,4.0,0.0,1.0
106.0,,30385.0,Male,Bandung,349.9005172565461,5.0,1.0,0.0
107.0,32.0,88599.0,Female,Medan,2116.07706776862,4.0,0.0,0.0
108.0,25.0,40639.0,Male,Surabaya,616.190575694396,6.0,0.0,0.0
109.0,31.0,56023.0,Female,Surabaya,99.87895084834898,4.0,0.0,0.0
110.0,40.0,74704.0,Female,Surabaya,1753.0009861149692,7.0,1.0,1.0
111.0,77.0,72191.0,Female,Medan,48.81348474968655,9.0,,1.0
112.0,74.0,79792.0,,Surabaya,1297.3653126548509,3.0,0.0,0.0
113.0,79.0,27153.0,Female,Jakarta,1486.8054178595194,4.0,1.0,1.0
,,32962.0,Male,Bandung,434.7949627203034,3.0,0.0,1.0
115.0,38.0,53389.0,Female,Medan,1741.757789398962,4.0,1.0,
,33.0,62596.0,Male,Surabaya,724.9669128429595,5.0,1.0,
117.0,62.0,49831.0,Male,Jakarta,622.3041744040177,2.0,1.0,0.0
118.0,35.0,25430.0,Female,Bandung,46.46631194892523,5.0,1.0,0.0
119.0,64.0,57448.0,Female,Bandung,342.5314276074969,10.0,1.0,1.0
120.0,70.0,47086.0,Male,Medan,2673.7932904108707,,,1.0
121.0,41.0,46906.0,Male,Medan,497.29090484968026,5.0,1.0,0.0
122.0,43.0,15830.0,Male,Medan,791.2022694074209,7.0,1.0,0.0
123.0,42.0,61962.0,Female,Jakarta,759.3333067533384,5.0,1.0,0.0
124.0,77.0,52178.0,Male,Jakarta,892.6501110250439,7.0,1.0,0.0
125.0,77.0,76927.0,Female,Medan,63.292317325041715,3.0,0.0,1.0
126.0,77.0,48882.0,Female,Surabaya,449.69329524458135,3.0,0.0,0.0
127.0,62.0,58495.0,Female,Bandung,1284.2009626591619,6.0,1.0,0.0
128.0,58.0,62477.0,Male,Bandung,223.84411048972385,4.0,1.0,1.0
129.0,46.0,23807.0,Female,Jakarta,227.6265569175134,4.0,1.0,0.0
130.0,32.0,89250.0,Female,Bandung,10.141861949992613,2.0,0.0,1.0
131.0,62.0,43538.0,Female,Surabaya,575.3320149454406,2.0,0.0,0.0
132.0,18.0,57418.0,Female,Bandung,2143.313666655195,3.0,1.0,0.0
133.0,42.0,59608.0,Female,Jakarta,53.29629229899838,4.0,1.0,0.0
134.0,24.0,37778.0,Male,Jakarta,212.10310877944056,6.0,0.0,1.0
135.0,26.0,77704.0,Female,Surabaya,371.1862082342653,4.0,1.0,0.0
136.0,41.0,53989.0,Female,Surabaya,1315.7417232076832,,1.0,0.0
137.0,18.0,46797.0,Male,Bandung,1023.4183434895255,4.0,1.0,1.0
138.0,61.0,52077.0,Female,Bandung,537.7582469685872,5.0,1.0,0.0
139.0,25.0,61463.0,,Jakarta,1423.2444414270287,8.0,1.0,0.0
140.0,41.0,50161.0,Female,Surabaya,,4.0,1.0,0.0
141.0,28.0,63228.0,Male,Surabaya,2263.7567612086027,2.0,1.0,0.0
142.0,68.0,24726.0,Male,Surabaya,1703.895575996496,2.0,0.0,1.0
143.0,34.0,38780.0,Female,Bandung,291.4406016674529,3.0,1.0,1.0
144.0,25.0,17917.0,Female,,316.68334342707135,6.0,0.0,1.0
145.0,52.0,79955.0,Female,Jakarta,133.93887654040154,4.0,0.0,1.0
146.0,52.0,79759.0,,Jakarta,410.927086165491,3.0,1.0,0.0
147.0,50.0,59399.0,Male,Bandung,7692.839516733918,4.0,1.0,1.0
148.0,76.0,34810.0,Male,Medan,520.4571392815225,3.0,1.0,0.0
149.0,22.0,85848.0,Female,Bandung,249.08775376192204,8.0,1.0,0.0
150.0,59.0,40933.0,Male,Medan,1437.5155927379324,4.0,1.0,0.0
151.0,56.0,46801.0,Male,Surabaya,781.9150158655195,8.0,1.0,0.0
152.0,75.0,52393.0,Female,Bandung,162.0501564795493,4.0,1.0,1.0
153.0,58.0,56772.0,Male,Jakarta,479.1488090759574,4.0,1.0,0.0
154.0,45.0,59657.0,Male,Surabaya,535.2373731818279,1.0,0.0,0.0
155.0,24.0,60259.0,Female,Jakarta,1401.7317084520957,3.0,1.0,0.0
156.0,26.0,47832.0,Male,Surabaya,20.888012383265444,,1.0,0.0
,,60021.0,Female,Bandung,313.3686961986169,6.0,1.0,0.0
158.0,29.0,47161.0,Female,Medan,728.9739663421742,6.0,1.0,1.0
159.0,51.0,58689.0,Female,Surabaya,,9.0,1.0,0.0
160.0,50.0,57459.0,Female,Medan,990.0289000803217,4.0,1.0,1.0
161.0,65.0,61442.0,Female,Surabaya,657.5242379257719,3.0,1.0,0.0
162.0,72.0,59569.0,Male,Jakarta,448.96295274230664,8.0,1.0,0.0
163.0,40.0,43363.0,Male,Jakarta,2980.0287591044716,3.0,0.0,1.0
164.0,79.0,56880.0,Female,Surabaya,1000.105856469871,2.0,0.0,1.0
165.0,41.0,59800.0,Female,Medan,139.19468140622155,2.0,1.0,0.0
166.0,54.0,30633.0,Male,Bandung,821.1889770692558,7.0,0.0,1.0
167.0,52.0,45889.0,Female,Bandung,1517.4598835421282,5.0,1.0,1.0
168.0,61.0,59121.0,Female,Jakarta,1232.6799307382596,6.0,1.0,1.0
169.0,57.0,75639.0,Female,Bandung,188.84989525327302,,0.0,1.0
170.0,39.0,62373.0,Male,Jakarta,3590.664371812897,9.0,0.0,1.0
171.0,44.0,76585.0,Male,Bandung,595.6823160234698,,1.0,0.0
172.0,52.0,44024.0,Female,Surabaya,173.19335041461267,5.0,1.0,1.0
173.0,18.0,53752.0,,Jakarta,198.68969176960042,,1.0,0.0
174.0,52.0,62086.0,Male,Jakarta,103.40131635287348,3.0,1.0,1.0
175.0,54.0,15104.0,Male,Surabaya,1627.1850068045053,8.0,1.0,0.0
176.0,64.0,72662.0,Female,Jakarta,130.14341752403496,,1.0,0.0
177.0,31.0,22086.0,Female,Bandung,133.67455389074706,5.0,1.0,0.0
178.0,20.0,64954.0,Male,Bandung,1900.2690363535255,2.0,1.0,0.0
179.0,,60302.0,Male,Jakarta,422.5157747288461,8.0,0.0,0.0
180.0,22.0,14906.0,Male,Bandung,31.344036261259866,9.0,1.0,0.0
181.0,43.0,15664.0,Female,Medan,53.29033927957457,3.0,,1.0
182.0,72.0,71487.0,Male,Jakarta,153.3498550609043,4.0,0.0,1.0
183.0,31.0,68220.0,Female,Surabaya,240.02696234041113,4.0,0.0,0.0
184.0,56.0,36787.0,Male,Medan,1094.0612431192317,4.0,1.0,1.0
185.0,44.0,,Male,Jakarta,171.1754421675341,,0.0,0.0
186.0,26.0,57689.0,Male,Surabaya,126.55508792743042,5.0,0.0,0.0
187.0,32.0,49808.0,Male,Bandung,1446.9753357983045,6.0,1.0,1.0
188.0,32.0,65815.0,Female,Surabaya,1111.8655783847757,7.0,1.0,1.0
189.0,43.0,57193.0,Female,Medan,571.5035558303723,11.0,1.0,0.0
190.0,59.0,73745.0,Male,Bandung,796.9750301953007,10.0,1.0,0.0
191.0,77.0,64551.0,Female,Jakarta,373.9432150487784,7.0,1.0,0.0
192.0,30.0,60811.0,Male,Bandung,658.7465658919486,4.0,1.0,0.0
193.0,68.0,44718.0,Male,Jakarta,706.5823272819869,5.0,0.0,0.0
194.0,,43620.0,Male,Jakarta,489.7774835185152,4.0,1.0,
195.0,56.0,49223.0,Male,Surabaya,2370.5664477240653,5.0,1.0,1.0
,66.0,77614.0,Female,Surabaya,16.192254821999143,6.0,1.0,1.0
197.0,69.0,43905.0,Male,Surabaya,1524.046135457006,6.0,1.0,0.0
198.0,78.0,,Male,Medan,132.82630553265778,0.0,1.0,1.0
199.0,49.0,16327.0,Female,Medan,1597.249298985594,4.0,,0.0
200.0,21.0,60137.0,Male,Surabaya,956.8833664408769,,1.0,0.0
201.0,47.0,83857.0,Male,Medan,1853.2823240545665,7.0,1.0,0.0
202.0,54.0,35995.0,Male,Bandung,,9.0,1.0,1.0
203.0,40.0,97616.0,Female,Bandung,818.6664908935107,3.0,1.0,1.0
204.0,56.0,52733.0,Male,Medan,695.3253114901836,3.0,,0.0
205.0,62.0,11406.0,Female,Medan,1224.8328125277421,4.0,1.0,0.0
206.0,32.0,44216.0,Male,Bandung,764.1933412324054,3.0,0.0,
207.0,60.0,69956.0,Male,Jakarta,778.126950950931,5.0,0.0,1.0
208.0,46.0,79989.0,Female,Bandung,561.4102983646742,7.0,1.0,0.0
209.0,53.0,60771.0,Male,Bandung,369.3758659838754,2.0,1.0,0.0
210.0,30.0,,Male,Medan,658.2905169032001,8.0,0.0,1.0
211.0,49.0,32333.0,Female,Bandung,126.12160873980963,5.0,0.0,0.0
212.0,24.0,39796.0,Female,Medan,3257.4435648150998,6.0,1.0,0.0
213.0,76.0,24808.0,Female,Medan,1253.200736995111,4.0,1.0,0.0
214.0,68.0,40924.0,Female,Surabaya,,5.0,1.0,1.0
,39.0,61428.0,Female,Bandung,257.1236177056639,9.0,1.0,0.0
216.0,45.0,53189.0,Male,Jakarta,2114.787060974004,3.0,1.0,1.0
217.0,19.0,63017.0,Female,Surabaya,1654.3828977468631,4.0,0.0,1.0
218.0,59.0,35952.0,Male,,1130.574932316931,5.0,1.0,0.0
219.0,62.0,36867.0,Male,Medan,980.9070856011523,4.0,1.0,0.0
220.0,79.0,53069.0,Male,Jakarta,380.6012886153164,3.0,0.0,0.0
221.0,,40960.0,Female,Medan,1695.0545441607055,9.0,1.0,0.0
222.0,70.0,69527.0,Female,Bandung,696.1827060687405,4.0,1.0,1.0
223.0,23.0,40588.0,Male,Surabaya,73.52983642008782,5.0,,1.0
224.0,45.0,42569.0,Female,Medan,375.22182297722367,4.0,1.0,0.0
225.0,45.0,56282.0,Female,Medan,2737.9492337408637,5.0,1.0,0.0
226.0,61.0,44160.0,Female,Jakarta,1901.6653702148435,5.0,1.0,0.0
227.0,61.0,31475.0,Female,Bandung,4012.1582011322143,9.0,1.0,0.0
228.0,37.0,33509.0,Male,Medan,988.8436361685465,5.0,1.0,0.0
229.0,47.0,58066.0,Male,Jakarta,284.3676686818083,8.0,1.0,0.0
230.0,,29619.0,Female,Medan,177.71026477452244,5.0,1.0,1.0
231.0,28.0,70957.0,Male,Jakarta,206.91893586758925,2.0,1.0,0.0
232.0,75.0,39644.0,Female,Jakarta,19.994217162545585,3.0,1.0,0.0
233.0,72.0,59243.0,Female,Bandung,495.415162214385,2.0,0.0,
,45.0,40543.0,Male,Medan,212.4851549851393,5.0,1.0,0.0
235.0,42.0,36271.0,Male,Bandung,530.4425510818733,3.0,1.0,0.0
236.0,56.0,53691.0,Male,Jakarta,2733.282348736459,3.0,0.0,0.0
,79.0,65776.0,Female,Surabaya,563.0671035167642,6.0,0.0,0.0
238.0,,46289.0,Male,Medan,,6.0,1.0,1.0
239.0,18.0,49017.0,Female,Surabaya,930.1482214456972,6.0,0.0,1.0
240.0,74.0,62111.0,Male,Medan,283.86477383100316,5.0,0.0,1.0
241.0,,62607.0,,Bandung,439.83104920504456,4.0,1.0,1.0
242.0,79.0,49422.0,Female,Bandung,87.6510751762704,2.0,0.0,0.0
243.0,74.0,43347.0,Female,,,6.0,1.0,1.0
244.0,69.0,51239.0,,Bandung,1131.7791136084245,5.0,1.0,1.0
245.0,30.0,47136.0,Female,Bandung,74.84326557045792,4.0,,0.0
246.0,58.0,,Female,Surabaya,229.9182081655419,4.0,1.0,0.0
247.0,20.0,32085.0,Female,Bandung,480.36276657279586,4.0,1.0,0.0
248.0,,54157.0,Female,Jakarta,4020.139371397894,7.0,1.0,0.0
249.0,23.0,39225.0,Female,Jakarta,1536.474773375152,4.0,1.0,
250.0,25.0,63588.0,Male,Surabaya,1322.3313048758737,5.0,1.0,1.0
251.0,44.0,39912.0,Female,Medan,123.51425384797122,4.0,1.0,1.0
252.0,26.0,40173.0,Female,Jakarta,,3.0,1.0,0.0
253.0,79.0,56680.0,Male,,1538.3683192352673,6.0,1.0,0.0
254.0,54.0,50213.0,Female,Surabaya,919.0512777379518,7.0,1.0,
255.0,50.0,84149.0,Male,,4642.019042050293,8.0,1.0,1.0
256.0,68.0,25560.0,Male,Medan,,3.0,1.0,0.0
257.0,59.0,51647.0,Female,Medan,2834.8462967094533,3.0,1.0,1.0
258.0,61.0,66944.0,Male,Medan,2461.9456619147395,6.0,1.0,1.0
259.0,41.0,41325.0,Female,Surabaya,11.547071311853719,3.0,0.0,1.0
260.0,32.0,,Male,Jakarta,598.0488895202975,3.0,1.0,0.0
261.0,76.0,36937.0,Male,Bandung,3776.803234922385,3.0,1.0,0.0
,71.0,25820.0,Male,Medan,108.83472419075325,4.0,1.0,1.0
263.0,49.0,70245.0,Female,Jakarta,793.5968727038099,4.0,0.0,0.0
264.0,,45055.0,Female,Jakarta,3861.211411492075,1.0,1.0,1.0
265.0,41.0,43279.0,Male,Surabaya,810.7949296061603,5.0,1.0,
266.0,58.0,18138.0,Male,Jakarta,210.49303628646499,10.0,1.0,0.0
267.0,69.0,28494.0,Female,Surabaya,872.7122920644133,,1.0,0.0
268.0,66.0,71980.0,Female,Medan,228.7097312282823,,1.0,0.0
269.0,79.0,54546.0,Male,Medan,733.3532458337443,2.0,1.0,1.0
270.0,66.0,67497.0,Male,Bandung,76.9266370732907,5.0,1.0,0.0
271.0,75.0,65599.0,Female,Bandung,930.0922086456961,9.0,1.0,1.0
272.0,69.0,34990.0,Female,Bandung,727.3038112375607,,1.0,1.0
273.0,29.0,86447.0,Female,Jakarta,1347.6944897315311,2.0,1.0,0.0
274.0,79.0,79245.0,Female,,996.1472329402608,3.0,1.0,1.0
275.0,56.0,41543.0,Female,Surabaya,797.6331199505704,3.0,,0.0
276.0,19.0,-3523.0,Male,Bandung,1170.4698463221048,4.0,1.0,1.0
,20.0,44652.0,Female,Surabaya,155.41704716627743,2.0,1.0,0.0
278.0,66.0,53574.0,Male,Surabaya,904.7566589181971,6.0,1.0,0.0
279.0,54.0,,Female,,188.87571180763032,2.0,1.0,0.0
280.0,66.0,46677.0,Male,Medan,2597.254290006422,6.0,1.0,1.0
281.0,73.0,37570.0,Female,Bandung,70.7810101604286,5.0,0.0,1.0
282.0,34.0,63824.0,Female,Surabaya,562.7765899701303,6.0,1.0,0.0
283.0,76.0,50954.0,Male,Bandung,1190.0616074603702,4.0,1.0,0.0
284.0,66.0,64272.0,Male,Surabaya,612.5302593199792,3.0,1.0,0.0
285.0,19.0,68333.0,Female,Surabaya,96.61581032522196,3.0,0.0,
286.0,19.0,17385.0,Female,Bandung,806.0449548462639,2.0,1.0,0.0
287.0,45.0,,Female,Jakarta,1026.1946331712095,7.0,1.0,1.0
288.0,71.0,,Female,Bandung,1216.694418641703,3.0,1.0,0.0
289.0,40.0,,Female,Jakarta,467.2232013607323,7.0,1.0,0.0
290.0,54.0,52235.0,Male,Surabaya,829.3334566222446,3.0,1.0,
291.0,49.0,62188.0,,Surabaya,599.0859165789834,4.0,0.0,1.0
292.0,50.0,21789.0,Female,Jakarta,1114.9125350489232,4.0,1.0,1.0
293.0,18.0,52148.0,Male,,876.00560302005,6.0,1.0,0.0
294.0,36.0,64674.0,Male,Jakarta,746.0337847688447,4.0,0.0,1.0
295.0,79.0,62929.0,Male,Jakarta,287.0480959083833,2.0,,
296.0,19.0,59350.0,Female,Surabaya,2.0205577007663997,5.0,1.0,1.0
297.0,70.0,,Male,Medan,191.25939087247156,5.0,0.0,0.0
298.0,61.0,50923.0,Female,Jakarta,124.50487327509686,4.0,1.0,0.0
299.0,43.0,24601.0,Male,Bandung,,6.0,1.0,0.0
300.0,49.0,36492.0,Female,Bandung,947.4154978088236,5.0,1.0,0.0
301.0,23.0,53464.0,Male,Surabaya,239.63505251682136,2.0,1.0,0.0
302.0,49.0,39260.0,Female,Medan,2797.8178525919393,4.0,1.0,1.0
303.0,72.0,,Female,Surabaya,6.704554604726155,4.0,1.0,1.0
304.0,21.0,,Male,Medan,1479.7307642682001,6.0,0.0,1.0
305.0,72.0,70510.0,Female,Jakarta,981.3754542336382,6.0,1.0,0.0
306.0,28.0,64373.0,Female,Jakarta,467.6939802159954,6.0,1.0,
307.0,73.0,53408.0,Female,Jakarta,51.808105208754654,5.0,1.0,1.0
,76.0,61219.0,,Jakarta,987.4821929110053,6.0,1.0,0.0
309.0,34.0,65076.0,Female,Bandung,,4.0,0.0,0.0
310.0,55.0,42388.0,Female,Bandung,2753.0549846318863,8.0,1.0,1.0
311.0,41.0,45060.0,Female,Surabaya,780.8644245563924,,1.0,0.0
312.0,22.0,48547.0,,Medan,2807.6193738981083,2.0,1.0,0.0
313.0,69.0,42867.0,Male,Jakarta,249.08167148990117,,1.0,1.0
314.0,51.0,65235.0,Male,Jakarta,1293.627345449539,5.0,1.0,0.0
315.0,23.0,40590.0,Female,Medan,960.37068624703,9.0,1.0,1.0
316.0,39.0,68774.0,Female,Medan,1344.8001951097535,7.0,1.0,0.0
317.0,28.0,44495.0,Male,Surabaya,241.64854746295808,3.0,1.0,1.0
318.0,65.0,57085.0,Male,Medan,1093.608377851567,9.0,1.0,0.0
319.0,33.0,52496.0,Male,Jakarta,689.235626784541,6.0,0.0,1.0
320.0,50.0,35360.0,Female,Jakarta,1357.998394390697,3.0,0.0,0.0
,26.0,49701.0,Male,Jakarta,396.07628757313176,8.0,1.0,1.0
322.0,77.0,55004.0,Female,Jakarta,2207.7934609328436,4.0,0.0,
323.0,76.0,49035.0,Female,Jakarta,88.06791450489706,7.0,,0.0
324.0,23.0,29859.0,,Surabaya,1646.0464978795976,10.0,0.0,1.0
325.0,33.0,75521.0,Female,Jakarta,1975.5834599795314,,0.0,0.0
326.0,46.0,51315.0,Female,Surabaya,1699.648828130296,6.0,1.0,0.0
327.0,,38085.0,Female,Jakarta,718.929494896303,3.0,1.0,0.0
328.0,37.0,74311.0,Female,Bandung,576.938681668705,4.0,,
329.0,77.0,59260.0,Male,Bandung,5589.281224806634,2.0,1.0,0.0
330.0,76.0,31997.0,Male,Bandung,260.2899539163497,6.0,1.0,0.0
331.0,53.0,34332.0,Female,Bandung,,6.0,0.0,0.0
332.0,36.0,,Female,Surabaya,1110.7117691983485,5.0,1.0,1.0
333.0,43.0,54459.0,Male,Surabaya,1206.869114122857,5.0,1.0,0.0
334.0,20.0,59341.0,Female,Medan,228.1870807266316,5.0,1.0,0.0
335.0,36.0,64252.0,Male,Jakarta,1061.2994299077504,5.0,1.0,1.0
336.0,37.0,58093.0,Female,Bandung,1705.7812414006269,5.0,1.0,1.0
337.0,49.0,70201.0,Female,Surabaya,51.312849127282384,2.0,0.0,0.0
338.0,24.0,51901.0,Male,Jakarta,2424.9933584636383,3.0,0.0,0.0
339.0,69.0,38605.0,Male,Jakarta,29.948054790050964,1.0,1.0,1.0
340.0,58.0,49949.0,Male,Surabaya,,3.0,1.0,0.0
341.0,50.0,48965.0,Male,Bandung,15.939558720784452,3.0,0.0,0.0
342.0,57.0,11326.0,Female,Medan,80.2833358733934,5.0,1.0,0.0
343.0,56.0,41579.0,Male,Jakarta,2421.0115438735065,6.0,0.0,1.0
344.0,35.0,54713.0,Female,Medan,438.2892191755195,5.0,1.0,0.0
345.0,57.0,43636.0,Male,,552.9879787115686,4.0,1.0,1.0
346.0,18.0,40306.0,Male,Bandung,242.51035985593535,5.0,1.0,1.0
347.0,28.0,63670.0,Female,Medan,909.0563884202854,6.0,1.0,0.0
348.0,45.0,36251.0,Male,Bandung,903.3824401972969,3.0,1.0,1.0
349.0,74.0,60674.0,Male,Jakarta,465.5342586987527,1.0,1.0,0.0
