transaction_id,amount,transaction_hour,day_of_week,merchant_category,distance_from_home,days_since_last_transaction,transaction_count_24h,is_international,is_fraud
5517,2.01,11,0,transport,11.7,3.318450406339692,1,0,0
9037,56.01,19,2,food,3.3,0.9803675729174828,2,0,0
1856,251.12,9,1,transport,0.4,4.482043008693267,1,0,0
3090,40.61,22,0,entertainment,1.3,2.8486846828909242,2,0,0
9735,13.31,20,4,retail,14.1,0.25688609406910423,2,0,0
8890,19.81,16,0,transport,0.9,4.466111499714536,1,0,0
3460,36.64,21,4,retail,0.8,1.5614537079556476,3,0,0
6221,28.16,15,4,transport,9.9,0.3754185758892856,1,0,0
336,7.39,11,4,entertainment,1.9,2.974311500931802,1,0,0
7866,301.42,6,6,retail,2.2,3.6185528771440185,2,0,0
7969,76.51,4,1,entertainment,3.1,0.6944722497555345,2,0,0
4879,25.03,13,6,entertainment,1.6,1.3868893697547575,2,1,0
3286,6.41,22,3,transport,3.2,2.7832256346846798,1,0,0
4968,52.92,11,2,food,3.6,0.14427689444184222,4,0,0
1315,67.4,13,0,food,1.6,2.2810937442758874,5,0,0
9962,3125.95,8,6,bills,251.2,35.44121354479632,14,1,1
7077,21.11,21,2,retail,18.5,3.920947341039547,6,0,0
307,43.79,3,6,transport,15.7,6.056372475675332,0,0,0
2704,120.64,21,0,bills,7.3,23.38993671122729,5,0,0
1963,41.77,20,6,entertainment,1.2,4.12834666650494,3,0,0
8867,22.77,16,2,bills,3.3,8.41049647752471,1,0,0
982,63.72,3,5,bills,7.6,0.7570952401925077,1,0,0
9627,377.16,13,4,food,0.9,0.0023181114848447298,3,0,0
1934,12.83,18,4,retail,6.5,1.0579490027447476,0,0,0
8702,495.75,14,4,entertainment,1.9,0.11826473602286011,8,0,0
2319,5.39,23,0,retail,0.6,0.12726032999342957,2,0,0
4095,31.81,9,6,bills,2.9,0.6470971494436596,2,0,0
1919,13.67,7,5,bills,0.2,3.164628971477839,2,0,0
5455,116.53,12,2,transport,18.9,1.1664320070228884,3,0,0
5345,134.67,10,5,transport,10.2,1.8139463397813946,1,0,0
7172,7.41,6,3,food,10.9,1.627230472219449,5,0,0
2444,181.02,21,6,entertainment,0.1,0.22125943287705369,4,0,0
3294,13.58,22,6,retail,12.8,5.343017131167456,3,0,0
9936,2083.33,1,6,entertainment,3.3,14.71289831845217,8,1,1
4473,14.2,13,4,retail,1.4,9.143311264788395,3,0,0
4033,123.33,1,2,entertainment,2.5,2.9644868997192475,5,0,0
534,1252.26,16,1,transport,3.1,4.0557223756142555,1,0,0
2995,21.51,17,5,transport,1.7,1.7659974668536296,2,0,0
2817,193.03,13,0,bills,1.6,2.428436348641609,2,0,0
6063,18.43,12,0,food,12.3,0.323145523486143,0,0,0
3948,104.34,20,6,food,10.6,2.4822902557184143,5,0,0
3063,18.42,6,4,entertainment,7.1,1.176303780039435,3,0,0
3715,2.42,20,5,retail,0.3,13.166838972663186,2,0,0
5015,120.89,20,1,entertainment,3.1,5.957063946503778,6,0,0
2533,361.08,16,1,transport,3.3,1.0850337250720126,2,0,0
9271,20.08,16,2,transport,6.5,2.9955381288614173,2,0,0
3413,728.37,9,5,bills,3.0,1.1639337821304991,2,0,0
2653,28.32,6,2,transport,1.0,0.024391789026476277,1,0,0
5578,139.83,18,6,retail,4.0,3.485278229114348,2,0,0
7706,50.83,20,3,food,11.0,1.464369802767612,0,0,0
1613,63.74,7,3,entertainment,5.4,13.542008880431084,4,0,0
7984,44.6,8,6,transport,5.4,3.657176668609757,1,0,0
3931,27.59,21,1,retail,3.2,3.17131030067337,2,1,0
1742,1044.19,23,4,retail,5.6,4.78620998209324,4,0,0
319,17.97,19,5,transport,1.0,1.7059993800369517,2,0,0
5805,6.85,21,2,entertainment,19.8,3.828896698021386,2,0,0
4100,429.29,4,4,bills,9.8,1.3150807014858952,1,0,0
4022,14.1,18,4,entertainment,1.1,2.646765048732437,1,0,0
6282,163.7,23,2,bills,18.2,11.42924910409383,2,0,0
2847,2.38,12,4,retail,1.0,0.7596439036504323,0,0,0
9585,11.9,15,2,food,0.1,0.2638024502399639,1,0,0
7862,19.92,10,2,transport,4.3,3.786958938399844,0,0,0
536,12.72,10,4,food,3.2,12.556732426515044,1,0,0
7016,12.48,3,3,bills,7.7,0.790308689044672,2,0,0
4966,570.15,1,1,entertainment,16.2,7.828799792619769,1,0,0
4401,336.29,15,3,bills,4.2,0.6827412207602455,6,1,0
3141,42.98,21,1,food,0.6,1.1576779111911997,6,0,0
6317,10.72,20,6,retail,1.8,1.2805448043336956,3,0,0
6016,174.1,11,5,transport,4.1,3.8740859418211087,1,0,0
4258,834.67,13,4,entertainment,3.0,0.4427209569248975,2,0,0
876,35.06,23,4,entertainment,11.8,1.0792929553724135,5,0,0
1416,20.14,18,3,food,4.4,10.635467276855238,2,0,0
5144,105.51,11,0,bills,10.6,1.6493288189271804,1,0,0
5175,9.98,20,2,entertainment,5.0,1.4979345434430993,1,0,0
6906,707.0,10,0,retail,5.2,1.5684828528403902,3,0,0
3972,4.07,16,4,bills,5.4,1.1429897895563972,2,0,0
1522,134.56,11,0,transport,11.9,3.8805910906897303,3,0,0
5511,757.54,14,2,transport,8.3,0.5510855802186297,0,0,0
2742,11.9,6,5,retail,3.4,2.3198769842557594,1,0,0
6674,391.34,12,1,food,6.9,6.250986742319329,2,0,0
2687,599.26,23,5,bills,0.9,2.8626153019569536,2,0,0
4650,80.08,20,2,retail,0.4,3.1618514571721024,2,0,0
9316,33.38,16,3,entertainment,2.2,0.2254765174621573,5,0,0
4725,98.71,18,4,food,0.7,1.037071076006725,2,0,0
6000,796.2,9,4,entertainment,5.0,3.1310903712976392,2,0,0
8782,9.54,21,5,retail,8.4,1.1546287422253518,2,0,0
4622,1874.07,4,6,retail,1.6,0.9112243210843409,2,0,0
8202,6721.27,13,3,food,1.4,4.8052218889957965,0,0,0
9044,15.97,12,3,retail,11.8,0.9402742701316633,4,0,0
3624,24.17,18,2,transport,1.6,1.7164726176116738,0,0,0
4178,24.29,9,6,transport,0.9,1.427209261313868,3,0,0
8960,263.57,18,4,food,0.2,1.813284697629137,3,0,0
3818,389.39,17,5,bills,4.6,3.8272507575184775,2,0,0
4103,1.39,16,0,bills,2.0,1.3597348579791515,6,0,0
1599,36.46,9,1,entertainment,3.5,6.207672664397181,2,0,0
2523,58.88,20,6,bills,1.3,0.8206251993143877,1,0,0
3532,13.81,16,3,retail,3.5,3.648345475578938,1,0,0
9920,192.04,4,4,retail,389.6,6.824980425848839,8,1,1
5450,17.18,23,2,food,18.4,1.9548293547090974,3,0,0
9792,171.66,19,0,food,7.4,3.52669910340064,7,0,0
3598,76.66,9,0,entertainment,5.5,0.4134030778640286,0,0,0
8579,6.87,23,4,bills,4.8,0.48489477035478556,2,0,0
6889,4.37,12,6,food,8.7,3.1179169708963768,3,0,0
435,842.93,7,5,entertainment,10.3,0.7073601865825887,4,0,0
9716,16.81,23,3,food,1.1,1.7638002942678472,1,0,0
2205,36.55,18,5,entertainment,9.3,9.532465546517582,1,0,0
8045,623.12,18,5,transport,1.6,3.324291944833322,0,0,0
8119,13.5,14,2,bills,1.1,7.695806568883316,1,0,0
6248,30.55,5,6,retail,8.3,0.24657999124894975,1,0,0
7850,301.15,20,2,entertainment,2.7,2.3190000440250627,1,1,0
6897,33.63,18,1,entertainment,8.0,1.9712098583691258,5,0,0
2104,51.39,6,2,entertainment,1.2,0.32119920126344875,3,0,0
4905,226.16,18,1,food,5.4,2.851790235331424,0,0,0
2965,48.81,21,6,bills,22.0,3.7696823672852364,3,0,0
9329,3252.35,20,3,bills,7.9,1.3428653522988006,3,0,0
2708,62.89,16,5,transport,3.0,1.5335597893016752,1,0,0
9975,29.06,4,5,food,87.1,13.302335723263814,11,0,1
2287,129.73,17,1,transport,3.8,1.6524955377821788,1,0,0
4766,30.83,13,6,bills,0.2,1.6086097828690646,2,0,0
9841,290.4,5,1,retail,413.1,31.927712300937408,11,0,1
6089,19.62,11,4,retail,5.4,0.6150165102519054,0,0,0
3482,0.48,21,4,entertainment,5.6,0.7345852037572711,3,0,0
4311,13.02,10,6,transport,0.5,8.101966638470234,2,0,0
6356,8.2,6,0,entertainment,2.7,8.78222099313582,1,0,0
981,327.18,6,2,bills,2.3,3.6464867810909114,2,0,0
312,966.54,9,3,bills,5.6,1.1453674830462384,1,0,0
1490,25.85,6,6,bills,3.9,3.5054710707243566,4,0,0
78,21.86,16,0,food,3.8,1.6186113142858822,1,0,0
5225,2240.09,20,2,food,1.1,6.288598119006374,1,0,0
4531,184.68,21,5,transport,1.4,1.399419547896815,1,0,0
1007,45.35,19,0,food,0.5,0.4901892132293486,4,0,0
8790,342.11,8,5,food,1.6,2.2633640716979375,1,0,0
9959,97.41,0,2,transport,473.6,17.982606185618902,10,1,1
2904,263.26,12,0,food,2.6,5.175206435683567,1,0,0
3084,147.25,18,2,transport,8.6,0.9090456986113619,1,0,0
5277,12.78,11,3,retail,2.9,4.345877917418752,3,0,0
5558,18.34,18,4,entertainment,3.6,6.629600008977926,2,0,0
1078,97.7,14,3,transport,7.6,0.22208702038344275,3,0,0
2324,159.86,9,5,transport,4.7,0.9552722499028962,2,0,0
9481,478.41,13,3,bills,2.9,11.954714283812756,1,0,0
3039,8.88,10,5,bills,0.9,0.4983859823299467,1,0,0
3868,52.64,3,5,entertainment,5.6,4.291231299802386,3,0,0
4743,23.37,18,1,entertainment,6.6,3.7925791591320266,3,0,0
4343,30.01,17,2,retail,1.7,5.001693187128512,0,0,0
4069,60.17,17,2,bills,9.2,1.1238253580802742,5,0,0
8467,89.07,23,0,bills,3.7,0.3673062954612852,1,0,0
9796,127.33,3,5,entertainment,14.5,4.206128318197781,1,0,0
2915,3.93,12,3,retail,9.2,0.15644683701363749,5,0,0
6376,15.58,10,3,retail,8.6,6.027818738301061,3,0,0
1905,643.66,23,1,retail,3.1,0.8854371952234341,7,1,0
5577,94.34,18,5,entertainment,6.4,3.595014340161905,2,0,0
3526,65.1,8,1,transport,6.4,5.604590808462181,3,0,0
8912,12.65,5,0,bills,0.0,1.1746955479215884,1,0,0
6480,837.55,11,6,bills,6.1,2.455287307753906,3,0,0
4852,36.8,22,5,bills,7.7,0.4919872011021437,1,0,0
1899,127.35,8,4,food,1.5,1.6167994663217624,2,0,0
6862,45.78,8,2,food,7.5,0.25880312334907063,3,0,0
3693,675.1,14,3,food,11.1,5.1792154335636145,2,0,0
1945,4.3,16,6,entertainment,1.6,9.213974400808237,3,0,0
3439,129.97,12,2,retail,5.7,1.5167795356592189,0,0,0
4314,8.16,7,3,entertainment,7.8,2.628258346180734,1,0,0
8363,39.61,21,1,entertainment,11.6,1.445052695193417,0,0,0
115,39.71,13,6,food,12.2,2.71962951530489,3,0,0
5371,201.16,20,3,entertainment,0.4,2.780871424920504,3,0,0
2005,218.73,19,2,entertainment,6.4,3.4374311896145935,1,0,0
3389,69.08,16,1,entertainment,8.1,7.74067254514298,3,0,0
1357,17.99,18,1,retail,2.7,2.2720387282705357,0,0,0
4963,18.03,14,0,retail,2.2,5.772460264779515,3,0,0
7742,99.63,16,5,food,1.3,0.9207784488564514,1,0,0
7041,97.28,19,2,transport,2.5,7.773741531541214,3,0,0
5170,91.94,18,5,food,1.6,0.07733585217763275,2,0,0
7260,817.22,6,2,transport,2.1,0.811165441112428,0,0,0
6746,44.43,13,6,bills,0.2,2.360588857381049,2,0,0
2670,34.57,13,0,retail,9.9,1.1105461712529197,1,0,0
6651,110.49,23,0,retail,7.3,2.2421243591677005,1,0,0
6680,6.67,7,1,bills,3.7,1.9814757914218921,0,0,0
2173,26.59,12,5,transport,7.1,1.4871075495664012,0,0,0
258,60.23,17,6,entertainment,3.9,8.31319481060406,3,0,0
4627,132.61,7,0,entertainment,2.2,5.309619475356162,1,0,0
4355,38.77,20,4,transport,5.9,0.07304091701924398,1,0,0
5666,60.23,14,3,food,0.4,1.6816729265236452,3,0,0
8464,115.26,18,4,bills,11.2,8.347559013089615,2,0,0
4238,190.98,11,1,retail,1.2,7.122140651788854,4,0,0
5399,255.97,19,2,bills,0.5,4.931708289382207,0,0,0
7708,42.21,14,5,transport,4.2,0.2692474609460864,2,0,0
3738,122.44,6,0,entertainment,6.2,2.690815754605296,3,0,0
4344,33.24,18,4,transport,3.2,11.205729346924663,0,0,0
4217,132.52,13,6,retail,8.0,0.4896317158064447,4,0,0
1492,114.71,16,3,transport,7.6,3.010100026850331,0,0,0
8675,3150.35,18,0,entertainment,3.7,3.047128659145171,3,0,0
5437,73.43,21,2,transport,9.3,0.6868885766417467,2,0,0
5077,179.99,12,2,food,11.5,4.747292166942006,2,0,0
6341,4.99,12,2,retail,9.3,7.070948562522831,2,0,0
6594,15.33,4,0,transport,1.8,4.611823890877427,4,0,0
2298,5.12,6,2,entertainment,0.7,14.024984138645632,2,0,0
5910,17.28,21,5,retail,7.4,7.055318260066443,1,0,0
8720,564.74,11,4,bills,1.6,2.250436602175356,1,0,0
4703,106.17,12,2,transport,10.2,3.0118848899485813,0,0,0
9069,50.57,22,4,entertainment,6.5,1.5200286605902602,1,0,0
9777,95.21,14,5,entertainment,2.7,1.5391075703001613,0,0,0
1340,7.17,12,4,retail,0.2,1.5957146156020596,2,0,0
4580,81.33,22,1,transport,3.4,4.676872033915274,2,0,0
1615,371.13,9,6,food,1.8,1.910311828300149,2,0,0
5191,125.31,13,0,food,0.9,2.677432767601187,3,0,0
4041,17.15,16,6,entertainment,1.2,1.3824747250905756,2,0,0
6701,157.18,8,0,entertainment,4.8,1.9175070885448118,3,1,0
7285,19.1,9,6,bills,8.9,2.5045957914716617,1,0,0
2536,253.27,16,1,bills,4.5,2.1153460796479666,0,0,0
2801,915.07,19,0,food,2.1,0.5777552280386502,4,0,0
9871,8512.63,2,2,entertainment,5.7,27.71053438941601,18,1,1
3222,74.38,8,1,entertainment,3.9,1.1217788213378341,0,0,0
2234,34.42,21,2,transport,16.4,0.27590644280391075,3,0,0
608,49.58,7,1,food,13.5,4.459901287171654,1,0,0
181,32.34,3,6,transport,0.7,3.793723423589779,0,0,0
1,188.6,14,4,food,6.6,0.4735614455352942,2,0,0
7843,190.33,8,1,transport,20.5,1.9135336907777964,0,0,0
4695,7.27,3,5,food,10.0,3.253107847638711,1,0,0
6446,3.61,14,3,food,9.7,4.575480862926884,2,0,0
8298,25.76,12,3,transport,1.0,8.523211640846007,1,0,0
5962,268.43,11,0,retail,3.1,13.417323976244596,8,0,0
9392,4613.33,15,6,retail,1.0,0.5466132925462034,1,0,0
1006,36.94,16,1,retail,15.9,1.2132344448508,1,0,0
2629,49.29,14,3,retail,0.0,1.6907355496491059,3,0,0
5614,50.13,8,4,transport,15.7,2.5321437559598445,2,0,0
5027,566.69,20,4,entertainment,0.2,6.351512611632203,1,0,0
6325,18.12,0,6,bills,2.3,0.9076100280500913,0,0,0
333,411.61,7,5,bills,0.6,6.770070517006954,2,0,0
4054,495.7,6,3,transport,2.7,20.594577156903593,1,0,0
5787,34.77,9,6,food,19.6,8.345566327981325,2,0,0
2548,8.88,17,6,retail,9.6,0.9798077564115848,4,0,0
1743,32.95,9,6,retail,0.7,1.6543891447176842,1,0,0
2148,298.07,21,2,food,6.8,2.321892614809404,4,0,0
7386,21.37,15,6,bills,2.7,2.037085590002711,0,0,0
1530,157.23,12,5,retail,0.2,0.40739912854820653,1,0,0
3713,176.14,8,5,food,16.6,1.6904753203663503,1,0,0
3179,28.99,9,4,bills,0.2,0.19312698698993108,4,0,0
7106,33.08,17,6,food,2.5,4.36787770796777,1,0,0
141,17.02,9,0,bills,7.7,3.1959930907813385,1,0,0
2853,457.84,11,1,entertainment,7.0,3.200172852668877,0,0,0
7709,143.14,13,5,transport,0.5,2.536446846488358,1,0,0
8691,7.53,22,6,food,0.8,1.3320030939580283,2,0,0
270,174.69,21,5,retail,6.9,1.5523113619998417,3,0,0
5595,234.95,12,4,bills,0.9,6.786651844152651,4,0,0
8527,485.77,11,5,food,11.4,2.191378578920304,3,0,0
3578,39.67,10,1,transport,5.8,1.3427297971382552,3,0,0
455,35.96,8,1,bills,6.4,1.3904837994818409,6,0,0
4595,40.78,20,6,bills,5.5,1.1765793361808812,3,0,0
5154,173.12,13,4,bills,0.9,8.011366299692558,1,0,0
111,6.14,22,1,transport,17.6,0.08076135213741924,2,0,0
2569,62.21,3,3,entertainment,0.2,9.355968221955276,2,0,0
3550,18.31,22,0,retail,6.7,0.02452673646358063,2,0,0
5200,39.82,17,4,retail,4.4,2.3460061951524103,1,0,0
6868,22.42,10,1,bills,2.0,1.2880190518489485,2,0,0
9277,475.69,7,0,retail,8.7,0.9765984707472102,2,0,0
6677,2.84,11,1,entertainment,0.1,1.163781031540255,2,0,0
7578,47.12,19,2,retail,3.7,8.415183766662176,2,0,0
4385,296.78,15,6,retail,7.6,0.3149635735673062,0,0,0
7882,146.65,19,0,entertainment,13.7,1.274097880680391,1,0,0
6005,2.25,7,0,retail,2.8,2.368727442763994,5,0,0
442,98.67,10,2,entertainment,0.3,4.6431080105719085,0,1,0
5814,219.47,17,1,retail,6.2,1.9353637807275121,1,0,0
7902,163.26,17,0,transport,0.8,1.1427597655659247,6,0,0
9345,37.25,11,4,transport,0.2,0.25022306702605385,1,0,0
1421,15.52,11,3,transport,1.6,9.002608410395244,4,0,0
175,37.71,8,0,entertainment,3.2,2.4117126978638113,2,0,0
5615,244.5,12,0,retail,10.6,0.1797713966902669,1,0,0
5150,5.79,17,5,retail,2.1,11.46608613632161,2,0,0
8491,1.35,13,4,food,3.1,1.2286066783048755,1,0,0
4409,447.65,23,4,food,0.6,2.55260570177413,2,0,0
3814,111.26,21,3,entertainment,0.8,4.1676153687512105,1,0,0
532,25.94,7,3,retail,2.4,3.9971313623268716,2,0,0
185,3.41,14,2,entertainment,0.8,9.665282882468265,6,0,0
5024,12.75,7,4,transport,1.1,9.56603151580514,1,0,0
1414,39.1,15,5,entertainment,4.8,1.814912784728664,3,0,0
268,33.25,12,1,bills,8.8,2.0783398561539013,2,0,0
9407,7.91,17,1,retail,0.9,0.0029953555252499636,3,0,0
6486,45.52,18,6,transport,0.3,1.6435829437084184,4,0,0
8335,98.67,6,5,entertainment,4.4,7.722295190828824,0,0,0
4350,6.39,19,0,transport,1.1,0.8146798836675391,1,0,0
6333,3.05,1,4,retail,2.4,3.478857830874577,0,0,0
5717,42.48,8,0,entertainment,9.1,2.027666445955383,2,0,0
8007,58.69,10,1,food,15.7,1.2154234593273585,3,0,0
6588,87.09,13,2,food,1.5,1.5634321290406201,4,0,0
